LBN51001,Aadouiye,328.000000,Akkar
LBN51002,Aaidamoun,541.000000,Akkar
LBN51003,Aaiyat,626.000000,Akkar
LBN51004,Aakkar El Attiqa,805.000000,Akkar
LBN51260,Aamara,35.000000,Akkar
LBN51009,Aaouinat,396.000000,Akkar
LBN51010,Aarab Jourmnaya,479.000000,Akkar
LBN51011,Aarida,255.000000,Akkar
LBN51078,Aarmeh,81.000000,Akkar
LBN51012,Aarqa,67.000000,Akkar
LBN51262,Aayoun,555.000000,Akkar
LBN51013,Aayoun El Ghezlane,261.000000,Akkar
LBN51072,Abde,5.000000,Akkar
LBN51015,Ain er Rsas,472.000000,Akkar
LBN51016,Ain ez Zeit,425.000000,Akkar
LBN51333,Ain Faouar,56.000000,Akkar
LBN51017,Ain Tinta,352.000000,Akkar
LBN51018,Ain Yaaqoub,688.000000,Akkar
LBN51019,Akroum,851.000000,Akkar
LBN51102,Al-Massoudieh,22.000000,Akkar
LBN51006,Amaret el Baykat,307.000000,Akkar
LBN51074,Amayer,357.000000,Akkar
LBN51007,Andqat,618.000000,Akkar
LBN51021,Ard es Soud,8.000000,Akkar
LBN51008,Awade,357.000000,Akkar
LBN51267,Baaliye,775.000000,Akkar
LBN51022,Baddouaa,136.000000,Akkar
LBN51023,Bajaa,451.000000,Akkar
LBN51024,Balde,209.000000,Akkar
LBN51268,Bani Sakher,798.000000,Akkar
LBN51025,Barcha,46.000000,Akkar
LBN51026,Bebnine,103.000000,Akkar
LBN51027,Beino,507.000000,Akkar
LBN51028,Beit Ali Adraa,1017.000000,Akkar
LBN51029,Beit Ayoub,1050.000000,Akkar
LBN51030,Beit Daoud,582.000000,Akkar
LBN51031,Beit el Haj,132.000000,Akkar
LBN51032,Beit el Haouch,231.000000,Akkar
LBN51189,Beit Ghattas,133.000000,Akkar
LBN51033,Beit Khlaiyel,790.000000,Akkar
LBN51034,Beit Mellat,525.000000,Akkar
LBN51035,Beit Younes,941.000000,Akkar
LBN51036,Bellanet el Hissa,24.000000,Akkar
LBN51037,Berbara,388.000000,Akkar
LBN51038,Berqayel,297.000000,Akkar
LBN51039,Bezbina,684.000000,Akkar
LBN51040,Bire Akkar,556.000000,Akkar
LBN51041,Borj el Arab,53.000000,Akkar
LBN51344,Boustane El Herch,410.000000,Akkar
LBN51271,Bqayaa,263.000000,Akkar
LBN51042,Bqerzala,279.000000,Akkar
LBN51043,Bzaita,461.000000,Akkar
LBN51044,Bzal,483.000000,Akkar
LBN51045,Chadra,362.000000,Akkar
LBN51046,Chane,618.000000,Akkar
LBN51272,Chaqdouf,608.000000,Akkar
LBN51047,Charbila,241.000000,Akkar
LBN51237,Chattaha,511.000000,Akkar
LBN51064,Cheik Mohammad,188.000000,Akkar
LBN51273,Cheikh Aayash,37.000000,Akkar
LBN51274,Cheikh Hmairine,23.000000,Akkar
LBN51275,Cheikh Taba,248.000000,Akkar
LBN51048,Cheikh Taba es Sahl,109.000000,Akkar
LBN51049,Cheikh Zennad Talbibe,3.000000,Akkar
LBN51050,Cheikhlar,409.000000,Akkar
LBN51051,Chir Hmairine,99.000000,Akkar
LBN51052,Dabadeb,435.000000,Akkar
LBN51065,Daghle,500.000000,Akkar
LBN51053,Dahr Aayas,360.000000,Akkar
LBN51054,Dahr El Ballane,650.000000,Akkar
LBN51055,Dahr el Houssain,434.000000,Akkar
LBN51278,Dahr Laissineh,558.000000,Akkar
LBN51279,Danke et El Amriyeh,525.000000,Akkar
LBN51280,Daousse Baghdadi,353.000000,Akkar
LBN51057,Darine,46.000000,Akkar
LBN51281,Dayret Nahr el Kabir,264.000000,Akkar
LBN51058,Deir Dalloum,124.000000,Akkar
LBN51059,Deir Janine,374.000000,Akkar
LBN51060,Deir Mar Jeryos,386.000000,Akkar
LBN51061,Denke,426.000000,Akkar
LBN51282,Dibbabiye,245.000000,Akkar
LBN51062,Dinbou Ain al zahab,592.000000,Akkar
LBN51284,Doueir Aadouiye,337.000000,Akkar
LBN51063,Ech Cheikh Maarouf,496.000000,Akkar
LBN51066,Ed Daoura,673.000000,Akkar
LBN51067,Ed Daousse,351.000000,Akkar
LBN51068,Ed Debbabiye el Charqiye,260.000000,Akkar
LBN51069,Ed Debbabiye el Gharbiye,230.000000,Akkar
LBN51071,El Aabboudiye,24.000000,Akkar
LBN51075,El Aamriye,412.000000,Akkar
LBN51076,El Aaouaichat,396.000000,Akkar
LBN51077,El Aarida,4.000000,Akkar
LBN51079,El Aayoun,563.000000,Akkar
LBN51081,El Barde,485.000000,Akkar
LBN51082,El Borj Akkar,582.000000,Akkar
LBN51083,El Fraidis,312.000000,Akkar
LBN51084,El Ghawaya,601.000000,Akkar
LBN51085,El Haissa,24.000000,Akkar
LBN51086,El Hichi,346.000000,Akkar
LBN51088,El Houaich,466.000000,Akkar
LBN51089,El Kharnoubeh,126.000000,Akkar
LBN51092,El Khirbe,1380.000000,Akkar
LBN51091,El Khirbe Msalla,370.000000,Akkar
LBN51090,EL Khirbe Qleiaat,14.000000,Akkar
LBN51093,El Khoder,537.000000,Akkar
LBN51094,El Kneisse,9.000000,Akkar
LBN51336,El Kouraniye,13.000000,Akkar
LBN51097,El Krahne,231.000000,Akkar
LBN51098,El Kroum,233.000000,Akkar
LBN51100,El Majdal,375.000000,Akkar
LBN51101,El Majdel,569.000000,Akkar
LBN51104,El Mbar kiye,397.000000,Akkar
LBN51106,El Melkiye,468.000000,Akkar
LBN51108,El Mqaiteaa,23.000000,Akkar
LBN51109,El Qantara,220.000000,Akkar
LBN51110,El Qatlabe,741.000000,Akkar
LBN51111,El Qlaiaat,20.000000,Akkar
LBN51112,El Qorne,1095.000000,Akkar
LBN51114,El Qsair,431.000000,Akkar
LBN51117,El Rama,398.000000,Akkar
LBN51115,En Nabi Khaled,1536.000000,Akkar
LBN51118,Er Ransiye,59.000000,Akkar
LBN51121,Er Rouaime,1290.000000,Akkar
LBN51340,Es Sayeh,982.000000,Akkar
LBN51126,Es Souaisse,192.000000,Akkar
LBN51129,Ez Zouq,125.000000,Akkar
LBN51285,Fard,203.000000,Akkar
LBN51130,Fnaideq,1139.000000,Akkar
LBN51131,Fsiqine et Ain Echma,474.000000,Akkar
LBN51132,Ghzaile,182.000000,Akkar
LBN51133,Habchit,585.000000,Akkar
LBN51286,Haider,1077.000000,Akkar
LBN51134,Haitla,213.000000,Akkar
LBN51135,Haizouq,270.000000,Akkar
LBN51137,Halba,122.000000,Akkar
LBN51138,Haouch,225.000000,Akkar
LBN51139,Haouchab,142.000000,Akkar
LBN51140,Haret Beit Kessab,755.000000,Akkar
LBN51141,Haret ej Jdide,12.000000,Akkar
LBN51335,Haret ej Jdide Mqaiteaa,5.000000,Akkar
LBN51142,Hedd,239.000000,Akkar
LBN51143,Hikr Janine,56.000000,Akkar
LBN51289,Hissa,32.000000,Akkar
LBN51087,Hmaireh Aakkar,267.000000,Akkar
LBN51144,Hmais,309.000000,Akkar
LBN51145,Hnaider,541.000000,Akkar
LBN51146,Hokr ech Cheikh Taba,123.000000,Akkar
LBN51147,Hokr ed Dahri,9.000000,Akkar
LBN51148,Hokr el Kousse,14.000000,Akkar
LBN51149,Hokr El Mahmoudiye,22.000000,Akkar
LBN51150,Hokr Etti,88.000000,Akkar
LBN51151,Hokr Jouret Srar,29.000000,Akkar
LBN51152,Hrar,869.000000,Akkar
LBN51153,Idbil,270.000000,Akkar
LBN51154,Ilat,387.000000,Akkar
LBN51155,Janine,121.000000,Akkar
LBN51070,Jdaidet Ej Joumeh,155.000000,Akkar
LBN51156,Jdeide,516.000000,Akkar
LBN51157,Jdeidet El Qaitaa,308.000000,Akkar
LBN51158,Jebrayel,388.000000,Akkar
LBN51159,Jichet Aali Houssein,340.000000,Akkar
LBN51292,Jouret Srar,24.000000,Akkar
LBN51020,Kafr El Ftouh,407.000000,Akkar
LBN51338,Kafroun,707.000000,Akkar
LBN51341,Kalkha,475.000000,Akkar
LBN51160,Karm el Aasfour,179.000000,Akkar
LBN51161,Karm Zebdine,581.000000,Akkar
LBN51294,Kawashra,407.000000,Akkar
LBN51162,Kfar Harra,187.000000,Akkar
LBN51163,Kfar Melki,31.000000,Akkar
LBN51164,Kfar Noun,347.000000,Akkar
LBN51165,Kfartoun,873.000000,Akkar
LBN51166,Khalsa,340.000000,Akkar
LBN51167,Khane Hayat,12.000000,Akkar
LBN51298,Khat Petrol,260.000000,Akkar
LBN51170,Khirbet Char,382.000000,Akkar
LBN51168,Khirbet Daoud,521.000000,Akkar
LBN51169,Khirbet er Roummane,371.000000,Akkar
LBN51171,Khirbit Ej Jord,834.000000,Akkar
LBN51343,Khorab el Haiyat,297.000000,Akkar
LBN51172,Khraibe Akkar,740.000000,Akkar
LBN51173,Khreibet ej Jindi,146.000000,Akkar
LBN51174,Knaisse Hnaider,539.000000,Akkar
LBN51095,Knisseh,262.000000,Akkar
LBN51175,Kouikhat,68.000000,Akkar
LBN51176,Kousha,116.000000,Akkar
LBN51177,Kroum el Arab,202.000000,Akkar
LBN51178,Machha,336.000000,Akkar
LBN51179,Machta Hammoud,353.000000,Akkar
LBN51180,Machta Hassan,344.000000,Akkar
LBN51181,Mahmoudiye,410.000000,Akkar
LBN51182,Majdla,195.000000,Akkar
LBN51183,Mar Lia Hdare,681.000000,Akkar
LBN51184,Mar Sahllita,708.000000,Akkar
LBN51185,Mar Touma,170.000000,Akkar
LBN51186,Marlayet Haddara,57.000000,Akkar
LBN51187,Marlayet Melhem,42.000000,Akkar
LBN51188,Martmoura,574.000000,Akkar
LBN51103,Mazraat Al Balde,212.000000,Akkar
LBN51136,Mechaeilha Hakour,145.000000,Akkar
LBN51193,Mechmech,1055.000000,Akkar
LBN51307,Meghraq,7.000000,Akkar
